,标题,总价格,单价,地段,小区名,房屋户型,所在楼层,建筑面积,户型结构,套内面积,建筑类型,房屋朝向,建筑结构,装修情况,梯户比例,配备电梯,楼层高度,挂牌时间,交易权属,上次交易,房屋用途,房屋年限,产权所属,抵押信息,房本备件,核心卖点,小区介绍,税费解析,周边配套,适宜人群,交通出行,别墅类型,售房详情,户型介绍,权属抵押,装修描述
137,：落地式别墅 视野开阔 采光漂亮00,700万,23724,经开区遥观镇,常州得园,5室3厅1厨3卫,低楼层 (共3层),295.07㎡,暂无数据,283.13㎡,暂无数据,南,钢混结构,毛坯,暂无数据,暂无数据,暂无数据,2024-03-04,商品房,2023-10-16,普通住宅,未满两年,共有,无抵押,已上传房本照片,"：
落地式别墅 视野开阔 采光漂亮",,,,适合养老 生活舒适 适合上班族 倾向于家庭为单位的房子，成功人士的选择！！！！,根据高德地图显示有62路319路69路230路公交车站，道路宽敞适合有车出行人士,,,,产权明晰，放心购房！！！！！！！！！！！！............................................,
138,昱湖上观洋房，环境物业完善......,130万,14607,经开区遥观镇,昱湖上观,3室2厅1厨1卫,高楼层 (共11层),89㎡,暂无数据,暂无数据,暂无数据,南,未知结构,毛坯,暂无数据,暂无数据,暂无数据,2023-12-09,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片,使用面积很多 ，房东诚心出售，价格从优，物业品质有保障，！,,一、契税 1）如果是首套房，且住宅面积不大于90㎡的，契税缴纳比例1%；住宅面积大于90㎡，契税缴纳为1.5%。 2）如果是二套房，且住宅面积不大于90㎡，契税为1%；大于90㎡，契税为2%。 3）三套一律按3%缴纳契税。,,该房源配套齐全，有菜场小区内停车方便有新能源充电桩。邻里关系融洽治安好，适合上班族。,有城市环保自行车、多方向的公交车，很多主路，咱们出行都很便利,,,,,
139,小区生活实施齐全，商场，菜市场，银行等小区内有健,108万,7880,经开区遥观镇,观景苑,4室2厅1厨2卫,高楼层 (共6层),137.07㎡,暂无数据,暂无数据,板楼,南,钢混结构,简装,暂无数据,暂无数据,暂无数据,2024-01-08,商品房,2020-10-12,普通住宅,暂无数据,非共有,无抵押,已上传房本照片,小区生活实施齐全，商场，菜市场，小区生活实施齐全,,契税：A首套 90平以下1% B首套 90平以上1.5% C二套90平以下1% D二套90平以上2% E三套都是3% 增值税：满两年免征 不满2年权 额征收5.3% 个人所得税：不满5年或不唯一征1%,,,,,业主现在卖房改善换房，房子已经跟我看好，故诚心出售， 随时可以看房，业主随时可以签约，价格可商谈,户型周正，格局分布合理，空间感好，通透性强，居住舒适； 楼层佳，朝向南北，视野开阔，采光透亮,,
140,房子采光通透柔和， 布局合理，空间很大。,178万,15444,经开区遥观镇,遥光辰苑,3室2厅1厨2卫,高楼层 (共27层),115.26㎡,平层,86.05㎡,板楼,南,未知结构,精装,暂无数据,暂无数据,暂无数据,2024-02-21,商品房,2022-04-18,普通住宅,未满两年,共有,有抵押,已上传房本照片,小区环境优美，低密度社区，让人充分享受生活的美和惬意的生活。,,1）如果是首套房，且住宅面积不大于90㎡的，契税缴纳比例1%；住宅面积大于90㎡，契税缴纳为1.5%。 2）如果是二套房，且住宅面积不大于90㎡，契税为1%；大于90㎡，契税为2%。 3）三套一律按3%缴纳契税。,,既能是小哥哥小姐姐的婚房，也是家庭和睦其乐融融的港湾，宜居也宜家。,可以有公交69路，230路，62路等路线站台，地方还有共享单车。,,,,,
141,观景苑 5室2厅 南,172万,9168,经开区遥观镇,观景苑,5室2厅1厨3卫,高楼层 (共5层),187.62㎡,暂无数据,暂无数据,板楼,南,钢混结构,精装,暂无数据,暂无数据,暂无数据,2024-01-09,商品房,2008-07-29,普通住宅,暂无数据,非共有,无抵押,已上传房本照片,,,,,,,,,,,
142,精装修，满五唯一，户型周正！！,85万,10417,经开区遥观镇,观澜云庭,2室1厅1厨1卫,中楼层 (共4层),81.6㎡,暂无数据,暂无数据,板楼,南,钢混结构,简装,暂无数据,暂无数据,暂无数据,2024-02-18,商品房,2016-10-26,普通住宅,暂无数据,共有,无抵押,已上传房本照片,精装修，满五唯一，户型周正！！,,一、契税 1）如果是首套房，且住宅面积不大于90㎡的，契税缴纳比例1%；住宅面积大于90㎡，契税缴纳为1.5%。 2）如果是二套房，且住宅面积不大于90㎡，契税为1%；大于90㎡，契税为2%。 3）三套一律按3%缴纳契税。,,该房源配套齐全，有菜场小区内停车方便有新能源充电桩。邻里关系融洽治安好，适合上班族,根据高德地图显示有62路319路69路230路公交车站，道路宽敞适合有车出行人士。,,,,,
143,格局好，采光充足，无遮挡，视野开阔，户型周正,69.8万,8725,经开区遥观镇,临津花园,2室1厅1厨1卫,高楼层 (共27层),80㎡,暂无数据,暂无数据,暂无数据,南,钢混结构,毛坯,四梯四户,有,暂无数据,2024-01-10,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片,格局好，采光充足，无遮挡，视野开阔，户型周正,小区生活实施齐全，商场，菜市场，银行等。2:小区内有健身器材，可供小区居民使用。3:小区停车位充足，建有地面临时停车位,契税:A:首套 90平米以下1%B:首套90平米以上1.5%C;二套90平米以下1%D:二套90平米以上2%E:三套3%2.满2年免征，不满2年全额征收5.35%3.个人 :不满5年征1%满5年且房东名下唯一住房可免,,,,,,户型周正，格局分布合理，空间感好，通透性强，居住舒适: 2、楼层佳，朝向南北，视野开阔，采光透亮:3、小区环境优美，绿化面积覆盖高，干净整洁，内有健身器材和娱乐广场，物业服务态度好,,
144,南向采光好 看房有钥匙 保养新 楼层好 采光佳 地段好,75万,9616,经开区遥观镇,观景苑,2室1厅1厨1卫,中楼层 (共5层),78㎡,暂无数据,暂无数据,板楼,南,钢混结构,简装,暂无数据,无,暂无数据,2024-03-07,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片,南向采光好 看房有钥匙 保养新 楼层好 采光佳 地段好,小区生活实施齐全，商场，菜市场，银行等。 2：小区内有健身器材，小型篮球场，可供小区居民使用。 3：小区停车位充足，建有地面临时停车位以及底下停车位。 4：小区内24小时保安巡逻,契税：A首套 90平以下1% B首套 90平以上1.5% C二套90平以下1% D二套90平以上2% E三套都是3% 增值税：满两年免征 不满2年权 额征收5.3% 个人所得税：不满5年或不唯一征1%,,,,,业主现在卖房改善换房，房子已经跟我看好，故诚心出售， 随时可以看房，业主随时可以签约，价格可商谈,户型周正，格局分布合理，空间感好，通透性强，居住舒适； 楼层佳，朝向南北，视野开阔，采光透亮,,
145,房子简单装修 看房方便 个人产权产权清晰无贷款,78万,8185,经开区遥观镇,戚厂工房9区,3室1厅1厨1卫,中楼层 (共4层),95.3㎡,暂无数据,暂无数据,板楼,南,钢混结构,简装,暂无数据,暂无数据,暂无数据,2024-03-09,商品房,2024-03-09,普通住宅,未满两年,共有,无抵押,已上传房本照片,房子简单装修 看房方便 个人产权产权清晰无贷款,,,,,,,售房原因：业主原来在房子里居住，现在更换居住地，所以诚售 无贷款、产权清晰，个人产权，买房手续简单省心。,工房南区房龄还行，装修是简单装修。这套房子在2楼，老人居住上下也方便得,贷款抵押：房子无贷款无抵押 产权清晰 个人房产 无任何纠纷隐患,
146,户型方正，空间感好，通透性好，居住舒适。,87万,7493,经开区遥观镇,站北新村,3室2厅1厨2卫,高楼层 (共6层),116.12㎡,暂无数据,暂无数据,板楼,南 北,钢混结构,简装,暂无数据,暂无数据,暂无数据,2024-03-10,商品房,2024-03-11,普通住宅,未满两年,共有,无抵押,已上传房本照片,户型方正，空间感好，通透性好，居住舒适。,,90平以下首套二套1%，三套及以上3%90平以上首套1.5%，二套2%，三套及以上3%2：个税：全额的1%，满五年套住宅免征3：税：不满两年5.3%，满两年免征此房满五年，没有增值税，只有个人所得税和契税,,,有城市环保自行车、多方向的公交车，很多主路，咱们出行都很便利 房主自荐(业主对房源的描述),,,,此房产权清晰，房源真实，业主诚心出售，看房方便，过户全程陪同,
147,临津花园两房，户型方正，采光好，房东诚心出售,115万,9355,经开区遥观镇,临津花园,3室2厅1厨2卫,高楼层 (共27层),122.93㎡,暂无数据,暂无数据,暂无数据,南,未知结构,精装,暂无数据,暂无数据,暂无数据,2024-03-19,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片,临津花园两房，户型方正，采光好，房东诚心出售,,一、契税 1）如果是首套房，且住宅面积不大于90㎡的，契税缴纳比例1%；住宅面积大于90㎡，契税缴纳为1.5%。 2）如果是二套房，且住宅面积不大于90㎡，契税为1%；大于90㎡，契税为2%。 3）三套一律按3%缴纳契税。,,该房源配套齐全，有菜场小区内停车方便有新能源充电桩。邻里关系融洽治安好，适合上班族,根据高德地图显示有62路319路69路230路公交车站，道路宽敞适合有车出行人士。,,,,,
148,小区生活实施齐全，商场，菜市场，银行等。,99万,9706,经开区遥观镇,今创茗园,3室2厅1厨1卫,低楼层 (共6层),102㎡,暂无数据,暂无数据,板楼,南,钢混结构,精装,暂无数据,暂无数据,暂无数据,2024-03-18,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片,小区生活实施齐全，商场，菜市场，银行等。 2：小区内有健身,,、契税 1）如果是首套房，且住宅面积不大于90㎡的，契税缴纳比例1%；住宅面积大于90㎡，契税缴纳为1.5%。 2）如果是二套房，且住宅面积不大于90㎡，契税为1%；大于90㎡，契税为2%。 3）三套一律按3%缴纳契税。,,该房源配套齐全，有菜场小区内停车方便有新能源充电桩。邻里关系融洽治安好，适合上班族,根据高德地图显示有62路319路69路230路公交车站，道路宽敞适合有车出行人士,,,,,
149,诚售！刚需精装2房 户型透风性很好 价格可谈！！,83万,9755,经开区遥观镇,观墩花苑,2室2厅1厨1卫,中楼层 (共18层),85.09㎡,暂无数据,67.68㎡,板楼,南,钢混结构,精装,暂无数据,暂无数据,暂无数据,2024-03-11,商品房,2013-07-11,普通住宅,暂无数据,共有,有抵押,已上传房本照片,诚售！刚需精装2房 户型透风性很好 价格可谈！！,,90平以下首套二套1%，三套及以上3%90平以上首套1.5%，二套2%，三套及以上3%2：个税：全额的1%，满五年套住宅免征3：税：不满两年5.3%，满两年免征此房满五年，没有增值税，只有个人所得税和契税,区旁成熟社区，配套设施齐，菜场，娱乐场所，公园 银行 医院，适宜居住 让你步行就满足一切需要,,有城市环保自行车、多方向的公交车，很多主路，咱们出行都很便利,,,,,
150,户型方正，空间感好，通透性好，居住舒适。,80万,8514,经开区遥观镇,站北新村,3室1厅1厨1卫,中楼层 (共6层),93.97㎡,暂无数据,暂无数据,板楼,南,钢混结构,精装,暂无数据,暂无数据,暂无数据,2024-03-11,商品房,暂无数据,普通住宅,暂无数据,共有,有抵押,未上传房本照片,户型方正，空间感好，通透性好，居住舒适。,,90平以下首套二套1%，三套及以上3%90平以上首套1.5%，二套2%，三套及以上3%2：个税：全额的1%，满五年套住宅免征3：税：不满两年5.3%，满两年免征此房满五年，没有增值税，只有个人所得税和契税,,,有城市环保自行车、多方向的公交车，很多主路，咱们出行都很便利 房主自荐(业主对房源的描述),,,,此房产权清晰，房源真实，业主诚心出售，看房方便，过户全程陪同,
151,使用面积很多 ，房东诚心出售，价格从优,150万,16854,经开区遥观镇,昱湖上观,3室2厅1厨1卫,高楼层 (共13层),89㎡,平层,暂无数据,暂无数据,南,未知结构,精装,暂无数据,暂无数据,暂无数据,2024-03-16,商品房,2023-07-07,普通住宅,未满两年,共有,无抵押,已上传房本照片,使用面积很多 ，房东诚心出售，价格从优,,一、契税 1）如果是首套房，且住宅面积不大于90㎡的，契税缴纳比例1%；住宅面积大于90㎡，契税缴纳为1.5%。 2）如果是二套房，且住宅面积不大于90㎡，契税为1%；大于90㎡，契税为2%。 3）三套一律按3%缴纳契税。,,该房源配套齐全，有菜场小区内停车方便有新能源充电桩。邻里关系融洽治安好，适合上班族。,根据高德地图显示有62路319路69路230路公交车站，道路宽敞适合有车出行人士。,,,,,
152,遥光辰苑 3室2厅 南,115万,12638,经开区遥观镇,遥光辰苑,3室2厅1厨1卫,中楼层 (共27层),91㎡,暂无数据,暂无数据,暂无数据,南,未知结构,其他,暂无数据,暂无数据,暂无数据,2024-03-21,商品房,暂无数据,普通住宅,暂无数据,非共有,暂无数据,未上传房本照片,,,,,,,,,,,
153,小区生活实施齐全，商场，菜市场，银行等。,92万,8218,经开区遥观镇,观景苑,3室2厅1厨2卫,中楼层 (共5层),111.95㎡,暂无数据,暂无数据,板楼,南,钢混结构,精装,暂无数据,暂无数据,暂无数据,2024-02-27,商品房,2024-02-27,普通住宅,未满两年,共有,无抵押,已上传房本照片,小区生活实施齐全，商场，菜市场，银行等。 2：小区内有健,,契税：A首套 90平以下1% B首套 90平以上1.5% C二套90平以下1% D二套90平以上2% E三套都是3% 增值税：满两年免征 不满2年权 额征收5.3% 个人所得税：不满5年或不唯一征1%,,,,,业主现在卖房改善换房，房子已经跟我看好，故诚心出售， 随时可以看房，业主随时可以签约，价格可商谈,户型周正，格局分布合理，空间感好，通透性强，居住舒适； 楼层佳，朝向南北，视野开阔，采光透亮,,
154,小区生活实施齐全，商场，菜市场，银行等。小区内有健,37万,9250,经开区遥观镇,观景苑,1室1厅1厨1卫,中楼层 (共5层),40㎡,暂无数据,暂无数据,板楼,南,钢混结构,简装,暂无数据,无,暂无数据,2024-03-07,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片,小区生活实施齐全，商场，菜市场，银行等。 2：小区内有健,,契税：A首套 90平以下1% B首套 90平以上1.5% C二套90平以下1% D二套90平以上2% E三套都是3% 增值税：满两年免征 不满2年权 额征收5.3% 个人所得税：不满5年或不唯一征1%,,,,,业主现在卖房改善换房，房子已经跟我看好，故诚心出售， 随时可以看房，业主随时可以签约，价格可商谈,户型周正，格局分布合理，空间感好，通透性强，居住舒适； 楼层佳，朝向南北，视野开阔，采光透亮,,
155,诚售！刚需精装2房 户型透风性很好 价格可谈！,85万,9165,经开区遥观镇,观墩花苑,2室2厅1厨1卫,高楼层 (共12层),92.75㎡,暂无数据,暂无数据,板楼,南,钢混结构,精装,暂无数据,暂无数据,暂无数据,2024-03-12,商品房,2013-07-29,普通住宅,暂无数据,非共有,无抵押,已上传房本照片,诚售！刚需精装2房 户型透风性很好 价格可谈！！,,90平以下首套二套1%，三套及以上3%90平以上首套1.5%，二套2%，三套及以上3%2：个税：全额的1%，满五年套住宅免征3：税：不满两年5.3%，满两年免征此房满五年，没有增值税，只有个人所得税和契税,区旁成熟社区，配套设施齐，菜场，娱乐场所，公园 银行 医院，适宜居住 让你步行就满足一切需要,,有城市环保自行车、多方向的公交车，很多主路，咱们出行都很便利,,,,,
156,楼层好 看房方便 戚厂工房北区,40万,9226,经开区遥观镇,戚厂工房北区,1室1厅1厨1卫,高楼层 (共4层),43.36㎡,暂无数据,暂无数据,暂无数据,南,未知结构,简装,暂无数据,暂无数据,暂无数据,2024-03-16,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片,保养好 户型方正 位置佳，楼层好 诚心出售,有地上停车场和地下车库。小区保安内24巡透，小区地理位置佳，绿化好 居民素质高 配套：有健身器材 小型篮球场 可供小区层民使用,"1、契税：首套房，90平米以下成交价的1%，90平米以上成交价的1.5%，
套房90平以上成交价的2%,2、增值税：产证满2年免收增值税，未满2年征收
5.5%：3、个税：产证满五年而且是一套住房，免收个税，未满5年成交价的
1%",,,,,,中间楼层，采光与视野都赶好。通透户型，通透性比较，客厅视野也很好。,,
157,小区绿化好，商场娱乐场所齐全，适合居住,90万,11539,经开区遥观镇,花溪兰庭,2室2厅1厨1卫,中楼层 (共15层),78㎡,暂无数据,暂无数据,板楼,南 北,钢混结构,精装,暂无数据,暂无数据,暂无数据,2024-01-19,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片,小区绿化好，商场娱乐场所齐全，适合居住,小区道路四通八达，马路过去就有大润发购物广场，生活惬意，路边停车位很多。,如果是首套房，且住宅面积不大于90㎡的，契税缴纳比例1%；住宅面积大于90㎡，契税缴纳为1.5%。2）如果是二套房，且住宅面积不大于90㎡，契税为1%；大于90㎡，契税为2%。3）三套一律按3%缴纳契税。,,,,,,该房间三个大房空间通透，空间利用的好，装修的好，适合一家人居住。,,
158,看房方便 诚意出售 戚厂工房北区,40万,9226,经开区遥观镇,戚厂工房北区,1室1厅1厨1卫,高楼层 (共4层),43.36㎡,暂无数据,暂无数据,暂无数据,南,未知结构,简装,暂无数据,暂无数据,暂无数据,2024-03-16,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片,楼层好 保养好 户型方正 位置佳，楼层好,"有地上停车场和地下车库。小区保安内24巡透，小区地理位置佳，绿化好 居民素质高 配套：有健身器材 小型篮球场 可供小区层民使用
户型介绍：中间楼层，采光与视野都赶好。通透户型，通透性比较，客厅视野也很好。","1、契税：首套房，90平米以下成交价的1%，90平米以上成交价的1.5%，
套房90平以上成交价的2%,2、增值税：产证满2年免收增值税，未满2年征收
5.5%：3、个税：产证满五年而且是一套住房，免收个税，未满5年成交价的
1%",,,,,,中间楼层，采光与视野都赶好。通透户型，通透性比较，客厅视野也很好,,
159,观景苑 2室1厅 南,83万,9950,经开区遥观镇,观景苑,2室1厅1厨1卫,中楼层 (共5层),83.42㎡,暂无数据,暂无数据,板楼,南,钢混结构,精装,暂无数据,暂无数据,暂无数据,2024-03-20,商品房,2008-08-14,普通住宅,满五年,共有,无抵押,已上传房本照片,,,,,,,,,,,
160,精装修， 楼层好，得房高，仙湖公园旁。,57万,9345,经开区遥观镇,观澜云庭,2室1厅1厨1卫,低楼层 (共6层),61㎡,暂无数据,暂无数据,板楼,南 北,钢混结构,精装,暂无数据,暂无数据,暂无数据,2024-03-20,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片,小区生活实施齐全，商场，菜市场，银行等。,,"契税

1）如果是首套房，且住宅面积不大于90㎡的，契税缴纳比例1%；住宅面积大于90㎡，契税缴纳为1.5%。

2）如果是二套房，且住宅面积不大于90㎡，契税为1%；大于90㎡，契税为2%。

3）三套一律按3%缴纳契税。",,房源配套齐全，有菜场小区内停车方便有新能源充电桩。邻里关系融洽治安好，适合上班族。,根据高德地图显示有62路319路69路230路公交车站，道路宽敞适合有车出行人士。,,,,,
161,诚售！站北新村刚需精装2房 户型透风性很好 价格可谈,68万,7301,经开区遥观镇,站北新村,3室1厅1厨1卫,高楼层 (共6层),93.14㎡,暂无数据,暂无数据,板楼,南,钢混结构,简装,暂无数据,暂无数据,暂无数据,2023-12-23,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片,诚售！站北新村刚需精装2房 户型透风性很好 价格可谈,,90平以下首套二套1%，三套及以上3%90平以上首套1.5%，二套2%，三套及以上3%2：个税：全额的1%，满五年套住宅免征3：税：不满两年5.3%，满两年免征此房满五年，没有增值税，只有个人所得税和契税,,,,,,户型方正，空间感好，通透性好，居住舒适。楼层佳，视野开阔，前面无遮挡，采光效果好。,此房产权清晰，房源真实，业主诚心出售，看房方便，过户全程陪同,
162,小高层，毛坯三房，中间楼层，采光充足，价格可谈,110万,11317,经开区遥观镇,碧水云庭,3室2厅1厨1卫,中楼层 (共17层),97.2㎡,暂无数据,暂无数据,暂无数据,南 北,未知结构,毛坯,暂无数据,暂无数据,暂无数据,2024-03-06,商品房,暂无数据,普通住宅,暂无数据,共有,有抵押,未上传房本照片,小高层，毛坯三房，中间楼层，采光充足，价格可谈,小区生活实施齐全，商场，市，菜市场，银行等。 2：小区内有健身器材，小型篮球场，可供小区居民使用。 3：小区停车位充足，建有地面临时停车位以及底下停车位。 4：小区内24小时保安巡逻,契税：A首套 90平以下1% B首套 90平以上1.5% C二套90平以下1% D二套90平以上2% E三套都是3%增值税：满两年免征 不满2年权.额征收5.6%个人所得税：不满5年征1%,万达商圈1000米，吾悦广场500米，距离弘阳广场3000米，武进中医院，常州三院，易买得配套齐全生活方便,,,,,,,
163,此小区配套齐全有菜场，新城物业品质有保障,108万,13627,经开区遥观镇,新城和昱文萃苑,2室2厅1厨1卫,低楼层 (共15层),79.26㎡,暂无数据,暂无数据,暂无数据,南,未知结构,毛坯,暂无数据,暂无数据,暂无数据,2024-02-27,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片,此小区配套齐全有菜场，新城物业品质有保障,,一、契税 1）如果是首套房，且住宅面积不大于90㎡的，契税缴纳比例1%；住宅面积大于90㎡，契税缴纳为1.5%。 2）如果是二套房，且住宅面积不大于90㎡，契税为1%；大于90㎡，契税为2%。 3）三套一律按3%缴纳契税。,,该房源配套齐全，有菜场小区内停车方便有新能源充电桩。邻里关系融洽治安好，适合上班族。,,,房东整合资金，随时到场签约，钥匙房子物业，随时可以看房，房东愿意出一个点中介费,,,
164,昱湖上观洋房，环境物业完善......,125万,13920,经开区遥观镇,昱湖上观,3室2厅1厨1卫,中楼层 (共11层),89.8㎡,暂无数据,暂无数据,暂无数据,南,未知结构,毛坯,暂无数据,暂无数据,暂无数据,2023-12-09,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片,使用面积很多 ，房东诚心出售，价格从优，物业品质有保障，！,,一、契税 1）如果是首套房，且住宅面积不大于90㎡的，契税缴纳比例1%；住宅面积大于90㎡，契税缴纳为1.5%。 2）如果是二套房，且住宅面积不大于90㎡，契税为1%；大于90㎡，契税为2%。 3）三套一律按3%缴纳契税。,,该房源配套齐全，有菜场小区内停车方便有新能源充电桩。邻里关系融洽治安好，适合上班族。,有城市环保自行车、多方向的公交车，很多主路，咱们出行都很便利,,,,,
165,户型方正，空间感好，通透性好，居住舒适。,43万,5581,经开区遥观镇,延陵东路153号,3室1厅1厨1卫,高楼层 (共6层),77.05㎡,暂无数据,暂无数据,暂无数据,东南,未知结构,简装,暂无数据,暂无数据,暂无数据,2024-03-12,商品房,2010-10-12,普通住宅,满五年,共有,无抵押,已上传房本照片,户型方正，空间感好，通透性好，居住舒适。,,一、契税1）如果是首套房，且住宅面积不大于90㎡的，契税缴纳比例1%；住宅面积大于90㎡，契税缴纳为1.5%。2）如果是二套房，且住宅面积不大于90㎡，契税为1%；大于90㎡，契税为2%。3）三套一律按3%缴纳契税。,,,有城市环保自行车、多方向的公交车，很多主路，咱们出行都很便利 房主自荐(业主对房源的描述),,,,此房产权清晰，房源真实，业主诚心出售，看房方便，过户全程陪同。,
166,戚厂工房3室2厅2卫 中间楼层 有钥匙 价格可以谈,128万,9277,经开区遥观镇,戚厂工房十区,3室2厅1厨2卫,中楼层 (共7层),137.99㎡,暂无数据,暂无数据,板楼,南,钢混结构,简装,暂无数据,暂无数据,暂无数据,2024-03-19,商品房,2001-11-19,普通住宅,满五年,共有,无抵押,已上传房本照片,"3室2卫，配套齐全,小区绿化环境舒适.人文环境好",小区环境好，物业管理好， 小区内有儿童娱乐场，小区停车位充足，电动车充电方便，绿化高，配套全。,契税：首套房，90平米以下成交价的1%，90平米以上成交价的1.5%；二套房90平米以上的成交价的2%。2 增值税:产证满2年免收增值税。3 个税：产证满5年而且是唯一一套住房，免收个税。,,,,,业主现诚心出售，证件齐，欢迎看房，随时恭候，如看中房子，价格可谈。,,,
167,小区生活实施齐全，商场菜市场，银行等。,88万,11000,经开区遥观镇,观景苑,2室1厅1厨1卫,中楼层 (共5层),80㎡,暂无数据,暂无数据,板楼,南,钢混结构,精装,暂无数据,暂无数据,暂无数据,2024-03-20,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片,小区生活实施齐全，商场，菜市场，银行等。 2：小区内有健,,契税：A首套 90平以下1% B首套 90平以上1.5% C二套90平以下1% D二套90平以上2% E三套都是3% 增值税：满两年免征 不满2年权 额征收5.3% 个人所得税：不满5年或不唯一征1%,,,,,业主现在卖房改善换房，房子已经跟我看好，故诚心出售， 随时可以看房，业主随时可以签约，价格可商谈,户型周正，格局分布合理，空间感好，通透性强，居住舒适； 楼层佳，朝向南北，视野开阔，采光透亮,,
168,戚厂工房南区 2室2厅 南,70万,7510,经开区遥观镇,戚厂工房南区,2室2厅1厨1卫,高楼层 (共6层),93.21㎡,暂无数据,暂无数据,板楼,南,钢混结构,简装,暂无数据,暂无数据,暂无数据,2024-03-07,商品房,2009-02-25,普通住宅,满五年,共有,无抵押,已上传房本照片,,,,,,,,,,,
